id_last_2,xx1_last_2,xx2_last_2,xx3_last_2,id_last_1,xx1_last_1,xx2_last_1,xx3_last_1,id_current,xx1_current,xx2_current,xx3_current,id_next,xx1_next,xx2_next,xx3_next,rs_number_next
232188,0.0,0.8,0.6,232189,1.0,0.0,0.8,232190,0.4,0.2,1.0,232191,0.6,0.0,0.0,0
232189,1.0,0.0,0.8,232190,0.4,0.2,1.0,232191,0.6,0.0,0.0,232192,0.0,0.6,0.8,0
232190,0.4,0.2,1.0,232191,0.6,0.0,0.0,232192,0.0,0.6,0.8,232193,0.0,1.0,1.0,1
232191,0.6,0.0,0.0,232192,0.0,0.6,0.8,232193,0.0,1.0,1.0,232194,0.4,0.0,0.4,0
232192,0.0,0.6,0.8,232193,0.0,1.0,1.0,232194,0.4,0.0,0.4,232195,0.0,0.6,0.4,0
232193,0.0,1.0,1.0,232194,0.4,0.0,0.4,232195,0.0,0.6,0.4,232196,1.0,0.2,0.6,1
232194,0.4,0.0,0.4,232195,0.0,0.6,0.4,232196,1.0,0.2,0.6,232197,1.0,0.0,0.6,1
232195,0.0,0.6,0.4,232196,1.0,0.2,0.6,232197,1.0,0.0,0.6,232198,0.8,0.4,0.2,0
232196,1.0,0.2,0.6,232197,1.0,0.0,0.6,232198,0.8,0.4,0.2,232199,0.6,0.8,0.8,1
232197,1.0,0.0,0.6,232198,0.8,0.4,0.2,232199,0.6,0.8,0.8,232200,0.2,1.0,0.0,0
232198,0.8,0.4,0.2,232199,0.6,0.8,0.8,232200,0.2,1.0,0.0,232201,0.8,0.0,1.0,1
232199,0.6,0.8,0.8,232200,0.2,1.0,0.0,232201,0.8,0.0,1.0,232202,1.0,0.0,0.0,0
232200,0.2,1.0,0.0,232201,0.8,0.0,1.0,232202,1.0,0.0,0.0,232203,1.0,1.0,0.6,1
232201,0.8,0.0,1.0,232202,1.0,0.0,0.0,232203,1.0,1.0,0.6,232204,0.4,0.2,0.6,0
232202,1.0,0.0,0.0,232203,1.0,1.0,0.6,232204,0.4,0.2,0.6,232205,0.2,0.0,0.2,0
232203,1.0,1.0,0.6,232204,0.4,0.2,0.6,232205,0.2,0.0,0.2,232206,0.2,0.2,0.2,0
232204,0.4,0.2,0.6,232205,0.2,0.0,0.2,232206,0.2,0.2,0.2,232207,1.0,0.0,0.4,0
232205,0.2,0.0,0.2,232206,0.2,0.2,0.2,232207,1.0,0.0,0.4,232208,0.2,0.0,0.8,0
232206,0.2,0.2,0.2,232207,1.0,0.0,0.4,232208,0.2,0.0,0.8,232209,0.8,0.4,0.8,1
232207,1.0,0.0,0.4,232208,0.2,0.0,0.8,232209,0.8,0.4,0.8,232210,0.0,1.0,0.2,0
232208,0.2,0.0,0.8,232209,0.8,0.4,0.8,232210,0.0,1.0,0.2,232211,0.2,1.0,0.2,0
232209,0.8,0.4,0.8,232210,0.0,1.0,0.2,232211,0.2,1.0,0.2,232212,0.2,0.0,0.2,0
232210,0.0,1.0,0.2,232211,0.2,1.0,0.2,232212,0.2,0.0,0.2,232213,0.6,0.2,0.0,0
232211,0.2,1.0,0.2,232212,0.2,0.0,0.2,232213,0.6,0.2,0.0,232214,0.2,0.2,1.0,0
232212,0.2,0.0,0.2,232213,0.6,0.2,0.0,232214,0.2,0.2,1.0,232215,1.0,0.6,0.2,1
232213,0.6,0.2,0.0,232214,0.2,0.2,1.0,232215,1.0,0.6,0.2,232216,0.0,0.4,0.6,0
232214,0.2,0.2,1.0,232215,1.0,0.6,0.2,232216,0.0,0.4,0.6,232217,1.0,0.8,0.8,1
232215,1.0,0.6,0.2,232216,0.0,0.4,0.6,232217,1.0,0.8,0.8,232218,1.0,0.8,0.6,1
232216,0.0,0.4,0.6,232217,1.0,0.8,0.8,232218,1.0,0.8,0.6,232219,0.6,0.0,0.4,0
232217,1.0,0.8,0.8,232218,1.0,0.8,0.6,232219,0.6,0.0,0.4,232220,0.0,0.6,1.0,1
232218,1.0,0.8,0.6,232219,0.6,0.0,0.4,232220,0.0,0.6,1.0,232221,1.0,0.2,0.6,1
232219,0.6,0.0,0.4,232220,0.0,0.6,1.0,232221,1.0,0.2,0.6,232222,0.8,0.6,1.0,1
232220,0.0,0.6,1.0,232221,1.0,0.2,0.6,232222,0.8,0.6,1.0,232223,0.0,0.6,0.8,0
232221,1.0,0.2,0.6,232222,0.8,0.6,1.0,232223,0.0,0.6,0.8,232224,0.4,0.8,0.4,1
232222,0.8,0.6,1.0,232223,0.0,0.6,0.8,232224,0.4,0.8,0.4,232225,1.0,0.2,0.6,1
232223,0.0,0.6,0.8,232224,0.4,0.8,0.4,232225,1.0,0.2,0.6,232226,0.6,1.0,0.0,1
232224,0.4,0.8,0.4,232225,1.0,0.2,0.6,232226,0.6,1.0,0.0,232227,0.6,0.0,0.0,0
232225,1.0,0.2,0.6,232226,0.6,1.0,0.0,232227,0.6,0.0,0.0,232228,0.6,0.2,0.2,0
232226,0.6,1.0,0.0,232227,0.6,0.0,0.0,232228,0.6,0.2,0.2,232229,0.6,0.6,1.0,1
232227,0.6,0.0,0.0,232228,0.6,0.2,0.2,232229,0.6,0.6,1.0,232230,0.0,0.4,0.0,0
232228,0.6,0.2,0.2,232229,0.6,0.6,1.0,232230,0.0,0.4,0.0,232231,0.4,0.6,1.0,1
232229,0.6,0.6,1.0,232230,0.0,0.4,0.0,232231,0.4,0.6,1.0,232232,1.0,0.8,0.2,1
232230,0.0,0.4,0.0,232231,0.4,0.6,1.0,232232,1.0,0.8,0.2,232233,0.2,0.4,1.0,1
232231,0.4,0.6,1.0,232232,1.0,0.8,0.2,232233,0.2,0.4,1.0,232234,0.4,0.0,0.0,0
232232,1.0,0.8,0.2,232233,0.2,0.4,1.0,232234,0.4,0.0,0.0,232235,0.4,0.6,1.0,1
232233,0.2,0.4,1.0,232234,0.4,0.0,0.0,232235,0.4,0.6,1.0,232236,0.0,0.4,1.0,0
232234,0.4,0.0,0.0,232235,0.4,0.6,1.0,232236,0.0,0.4,1.0,232237,0.0,0.4,1.0,0
232235,0.4,0.6,1.0,232236,0.0,0.4,1.0,232237,0.0,0.4,1.0,232238,0.2,0.2,0.8,0
232236,0.0,0.4,1.0,232237,0.0,0.4,1.0,232238,0.2,0.2,0.8,232239,1.0,0.0,0.0,0
232237,0.0,0.4,1.0,232238,0.2,0.2,0.8,232239,1.0,0.0,0.0,232240,0.6,1.0,0.2,1
232238,0.2,0.2,0.8,232239,1.0,0.0,0.0,232240,0.6,1.0,0.2,232241,0.6,0.0,0.2,0
232239,1.0,0.0,0.0,232240,0.6,1.0,0.2,232241,0.6,0.0,0.2,232242,0.0,1.0,1.0,1
232240,0.6,1.0,0.2,232241,0.6,0.0,0.2,232242,0.0,1.0,1.0,232243,0.4,0.4,0.6,0
232241,0.6,0.0,0.2,232242,0.0,1.0,1.0,232243,0.4,0.4,0.6,232244,0.8,0.6,0.6,1
232242,0.0,1.0,1.0,232243,0.4,0.4,0.6,232244,0.8,0.6,0.6,232245,0.4,1.0,0.4,1
232243,0.4,0.4,0.6,232244,0.8,0.6,0.6,232245,0.4,1.0,0.4,232246,0.2,0.4,0.8,0
232244,0.8,0.6,0.6,232245,0.4,1.0,0.4,232246,0.2,0.4,0.8,232247,1.0,0.6,0.4,1
232245,0.4,1.0,0.4,232246,0.2,0.4,0.8,232247,1.0,0.6,0.4,232248,0.6,0.6,0.0,0
232246,0.2,0.4,0.8,232247,1.0,0.6,0.4,232248,0.6,0.6,0.0,232249,0.8,0.0,0.4,0
232247,1.0,0.6,0.4,232248,0.6,0.6,0.0,232249,0.8,0.0,0.4,232250,0.8,0.0,0.8,1
232248,0.6,0.6,0.0,232249,0.8,0.0,0.4,232250,0.8,0.0,0.8,232251,1.0,0.2,0.4,1
232249,0.8,0.0,0.4,232250,0.8,0.0,0.8,232251,1.0,0.2,0.4,232252,0.6,0.6,1.0,1
232250,0.8,0.0,0.8,232251,1.0,0.2,0.4,232252,0.6,0.6,1.0,232253,0.0,0.2,0.2,0
232251,1.0,0.2,0.4,232252,0.6,0.6,1.0,232253,0.0,0.2,0.2,232254,0.4,0.0,0.2,0
232252,0.6,0.6,1.0,232253,0.0,0.2,0.2,232254,0.4,0.0,0.2,232255,0.2,1.0,1.0,1
232253,0.0,0.2,0.2,232254,0.4,0.0,0.2,232255,0.2,1.0,1.0,232256,1.0,0.6,1.0,1
232254,0.4,0.0,0.2,232255,0.2,1.0,1.0,232256,1.0,0.6,1.0,232257,0.0,0.6,0.8,0
232255,0.2,1.0,1.0,232256,1.0,0.6,1.0,232257,0.0,0.6,0.8,232258,0.6,0.0,0.4,0
232256,1.0,0.6,1.0,232257,0.0,0.6,0.8,232258,0.6,0.0,0.4,232259,0.0,0.4,0.2,0
232257,0.0,0.6,0.8,232258,0.6,0.0,0.4,232259,0.0,0.4,0.2,232260,1.0,1.0,1.0,1
232258,0.6,0.0,0.4,232259,0.0,0.4,0.2,232260,1.0,1.0,1.0,232261,0.2,0.8,0.6,1
232259,0.0,0.4,0.2,232260,1.0,1.0,1.0,232261,0.2,0.8,0.6,232262,0.8,0.8,0.2,1
232260,1.0,1.0,1.0,232261,0.2,0.8,0.6,232262,0.8,0.8,0.2,232263,0.4,0.8,0.2,0
232261,0.2,0.8,0.6,232262,0.8,0.8,0.2,232263,0.4,0.8,0.2,232264,0.4,0.2,0.2,0
232262,0.8,0.8,0.2,232263,0.4,0.8,0.2,232264,0.4,0.2,0.2,232265,0.2,0.2,0.6,0
232263,0.4,0.8,0.2,232264,0.4,0.2,0.2,232265,0.2,0.2,0.6,232266,0.0,0.8,0.8,1
232264,0.4,0.2,0.2,232265,0.2,0.2,0.6,232266,0.0,0.8,0.8,232267,0.6,0.0,0.6,0
232265,0.2,0.2,0.6,232266,0.0,0.8,0.8,232267,0.6,0.0,0.6,232268,0.6,0.4,0.2,0
232266,0.0,0.8,0.8,232267,0.6,0.0,0.6,232268,0.6,0.4,0.2,232269,0.2,0.0,0.6,0
232267,0.6,0.0,0.6,232268,0.6,0.4,0.2,232269,0.2,0.0,0.6,232270,0.2,1.0,0.4,1
232268,0.6,0.4,0.2,232269,0.2,0.0,0.6,232270,0.2,1.0,0.4,232271,0.6,0.6,1.0,1
232269,0.2,0.0,0.6,232270,0.2,1.0,0.4,232271,0.6,0.6,1.0,232272,0.8,0.4,0.2,0
232270,0.2,1.0,0.4,232271,0.6,0.6,1.0,232272,0.8,0.4,0.2,232273,0.6,1.0,1.0,1
232271,0.6,0.6,1.0,232272,0.8,0.4,0.2,232273,0.6,1.0,1.0,232274,0.2,0.6,1.0,1
232272,0.8,0.4,0.2,232273,0.6,1.0,1.0,232274,0.2,0.6,1.0,232275,1.0,0.4,0.8,1
232273,0.6,1.0,1.0,232274,0.2,0.6,1.0,232275,1.0,0.4,0.8,232276,0.2,0.0,0.8,0
232274,0.2,0.6,1.0,232275,1.0,0.4,0.8,232276,0.2,0.0,0.8,232277,0.6,0.6,0.8,1
232275,1.0,0.4,0.8,232276,0.2,0.0,0.8,232277,0.6,0.6,0.8,232278,0.6,0.0,0.6,0
232276,0.2,0.0,0.8,232277,0.6,0.6,0.8,232278,0.6,0.0,0.6,232279,0.6,0.0,0.2,0
232277,0.6,0.6,0.8,232278,0.6,0.0,0.6,232279,0.6,0.0,0.2,232280,0.0,0.2,0.4,0
232278,0.6,0.0,0.6,232279,0.6,0.0,0.2,232280,0.0,0.2,0.4,232281,0.8,0.0,0.6,0
232279,0.6,0.0,0.2,232280,0.0,0.2,0.4,232281,0.8,0.0,0.6,232282,0.2,0.0,0.8,0
232280,0.0,0.2,0.4,232281,0.8,0.0,0.6,232282,0.2,0.0,0.8,232283,0.2,0.8,0.8,1
232281,0.8,0.0,0.6,232282,0.2,0.0,0.8,232283,0.2,0.8,0.8,232284,0.4,0.4,1.0,1
232282,0.2,0.0,0.8,232283,0.2,0.8,0.8,232284,0.4,0.4,1.0,232285,1.0,0.6,0.8,1
232283,0.2,0.8,0.8,232284,0.4,0.4,1.0,232285,1.0,0.6,0.8,232286,0.4,1.0,0.6,1
232284,0.4,0.4,1.0,232285,1.0,0.6,0.8,232286,0.4,1.0,0.6,232287,0.2,0.2,0.8,0
232285,1.0,0.6,0.8,232286,0.4,1.0,0.6,232287,0.2,0.2,0.8,232288,0.8,0.0,0.2,0
232286,0.4,1.0,0.6,232287,0.2,0.2,0.8,232288,0.8,0.0,0.2,232289,0.2,0.8,1.0,1
232287,0.2,0.2,0.8,232288,0.8,0.0,0.2,232289,0.2,0.8,1.0,232290,0.2,0.2,0.4,0
232288,0.8,0.0,0.2,232289,0.2,0.8,1.0,232290,0.2,0.2,0.4,232291,0.2,0.2,0.4,0
232289,0.2,0.8,1.0,232290,0.2,0.2,0.4,232291,0.2,0.2,0.4,232292,0.2,0.6,0.0,0
232290,0.2,0.2,0.4,232291,0.2,0.2,0.4,232292,0.2,0.6,0.0,232293,0.0,0.4,0.6,0
232291,0.2,0.2,0.4,232292,0.2,0.6,0.0,232293,0.0,0.4,0.6,232294,0.4,0.6,0.2,0
232292,0.2,0.6,0.0,232293,0.0,0.4,0.6,232294,0.4,0.6,0.2,232295,0.0,0.6,0.0,0
232293,0.0,0.4,0.6,232294,0.4,0.6,0.2,232295,0.0,0.6,0.0,232296,0.4,1.0,0.6,1
232294,0.4,0.6,0.2,232295,0.0,0.6,0.0,232296,0.4,1.0,0.6,232297,0.8,0.0,0.4,0
232295,0.0,0.6,0.0,232296,0.4,1.0,0.6,232297,0.8,0.0,0.4,232298,0.6,0.4,0.2,0
232296,0.4,1.0,0.6,232297,0.8,0.0,0.4,232298,0.6,0.4,0.2,232299,0.2,0.4,0.6,0
232297,0.8,0.0,0.4,232298,0.6,0.4,0.2,232299,0.2,0.4,0.6,232300,0.2,0.8,1.0,1
232298,0.6,0.4,0.2,232299,0.2,0.4,0.6,232300,0.2,0.8,1.0,232301,0.4,0.6,0.4,0
232299,0.2,0.4,0.6,232300,0.2,0.8,1.0,232301,0.4,0.6,0.4,232302,1.0,0.6,0.2,1
232300,0.2,0.8,1.0,232301,0.4,0.6,0.4,232302,1.0,0.6,0.2,232303,0.8,0.0,0.4,0
232301,0.4,0.6,0.4,232302,1.0,0.6,0.2,232303,0.8,0.0,0.4,232304,0.8,0.8,0.8,1
232302,1.0,0.6,0.2,232303,0.8,0.0,0.4,232304,0.8,0.8,0.8,232305,0.6,0.2,0.4,0
232303,0.8,0.0,0.4,232304,0.8,0.8,0.8,232305,0.6,0.2,0.4,232306,0.8,0.2,0.6,1
232304,0.8,0.8,0.8,232305,0.6,0.2,0.4,232306,0.8,0.2,0.6,232307,0.8,0.6,0.8,1
232305,0.6,0.2,0.4,232306,0.8,0.2,0.6,232307,0.8,0.6,0.8,232308,0.0,0.8,0.6,0
232306,0.8,0.2,0.6,232307,0.8,0.6,0.8,232308,0.0,0.8,0.6,232309,0.0,1.0,0.8,1
232307,0.8,0.6,0.8,232308,0.0,0.8,0.6,232309,0.0,1.0,0.8,232310,0.4,0.8,0.2,0
232308,0.0,0.8,0.6,232309,0.0,1.0,0.8,232310,0.4,0.8,0.2,232311,0.8,0.6,0.6,1
232309,0.0,1.0,0.8,232310,0.4,0.8,0.2,232311,0.8,0.6,0.6,232312,0.4,1.0,0.8,1
232310,0.4,0.8,0.2,232311,0.8,0.6,0.6,232312,0.4,1.0,0.8,232313,0.4,0.0,0.4,0
232311,0.8,0.6,0.6,232312,0.4,1.0,0.8,232313,0.4,0.0,0.4,232314,0.8,0.2,1.0,1
232312,0.4,1.0,0.8,232313,0.4,0.0,0.4,232314,0.8,0.2,1.0,232315,0.8,0.4,0.6,1
232313,0.4,0.0,0.4,232314,0.8,0.2,1.0,232315,0.8,0.4,0.6,232316,0.4,1.0,0.4,1
232314,0.8,0.2,1.0,232315,0.8,0.4,0.6,232316,0.4,1.0,0.4,232317,0.0,0.6,0.2,0
232315,0.8,0.4,0.6,232316,0.4,1.0,0.4,232317,0.0,0.6,0.2,232318,0.6,0.6,1.0,1
232316,0.4,1.0,0.4,232317,0.0,0.6,0.2,232318,0.6,0.6,1.0,232319,0.8,1.0,0.6,1
232317,0.0,0.6,0.2,232318,0.6,0.6,1.0,232319,0.8,1.0,0.6,232320,0.0,0.0,0.4,0
232318,0.6,0.6,1.0,232319,0.8,1.0,0.6,232320,0.0,0.0,0.4,232321,0.8,0.8,0.0,1
232319,0.8,1.0,0.6,232320,0.0,0.0,0.4,232321,0.8,0.8,0.0,232322,0.8,0.0,0.8,1
232320,0.0,0.0,0.4,232321,0.8,0.8,0.0,232322,0.8,0.0,0.8,232323,1.0,0.6,0.8,1
232321,0.8,0.8,0.0,232322,0.8,0.0,0.8,232323,1.0,0.6,0.8,232324,0.6,0.2,0.8,1
232322,0.8,0.0,0.8,232323,1.0,0.6,0.8,232324,0.6,0.2,0.8,232325,1.0,0.0,0.6,1
232323,1.0,0.6,0.8,232324,0.6,0.2,0.8,232325,1.0,0.0,0.6,232326,1.0,0.0,1.0,1
232324,0.6,0.2,0.8,232325,1.0,0.0,0.6,232326,1.0,0.0,1.0,232327,0.2,0.4,1.0,1
232325,1.0,0.0,0.6,232326,1.0,0.0,1.0,232327,0.2,0.4,1.0,232328,0.8,0.0,0.8,1
232326,1.0,0.0,1.0,232327,0.2,0.4,1.0,232328,0.8,0.0,0.8,232329,0.6,0.8,0.8,1
232327,0.2,0.4,1.0,232328,0.8,0.0,0.8,232329,0.6,0.8,0.8,232330,0.0,0.8,0.0,0
232328,0.8,0.0,0.8,232329,0.6,0.8,0.8,232330,0.0,0.8,0.0,232331,0.8,0.4,0.4,1
232329,0.6,0.8,0.8,232330,0.0,0.8,0.0,232331,0.8,0.4,0.4,232332,0.2,0.4,0.4,0
232330,0.0,0.8,0.0,232331,0.8,0.4,0.4,232332,0.2,0.4,0.4,232333,0.2,0.8,0.6,1
232331,0.8,0.4,0.4,232332,0.2,0.4,0.4,232333,0.2,0.8,0.6,232334,0.8,0.2,0.4,0
232332,0.2,0.4,0.4,232333,0.2,0.8,0.6,232334,0.8,0.2,0.4,232335,0.2,1.0,1.0,1
232333,0.2,0.8,0.6,232334,0.8,0.2,0.4,232335,0.2,1.0,1.0,232336,1.0,0.8,0.2,1
232334,0.8,0.2,0.4,232335,0.2,1.0,1.0,232336,1.0,0.8,0.2,232337,0.6,0.2,1.0,1
232335,0.2,1.0,1.0,232336,1.0,0.8,0.2,232337,0.6,0.2,1.0,232338,0.2,0.0,0.8,0
232336,1.0,0.8,0.2,232337,0.6,0.2,1.0,232338,0.2,0.0,0.8,232339,0.2,0.8,0.4,0
232337,0.6,0.2,1.0,232338,0.2,0.0,0.8,232339,0.2,0.8,0.4,232340,0.2,0.2,0.6,0
232338,0.2,0.0,0.8,232339,0.2,0.8,0.4,232340,0.2,0.2,0.6,232341,0.2,0.4,0.6,0
232339,0.2,0.8,0.4,232340,0.2,0.2,0.6,232341,0.2,0.4,0.6,232342,0.4,0.8,0.0,0
232340,0.2,0.2,0.6,232341,0.2,0.4,0.6,232342,0.4,0.8,0.0,232343,0.0,0.2,0.2,0
232341,0.2,0.4,0.6,232342,0.4,0.8,0.0,232343,0.0,0.2,0.2,232344,0.0,1.0,1.0,1
232342,0.4,0.8,0.0,232343,0.0,0.2,0.2,232344,0.0,1.0,1.0,232345,0.8,0.0,0.8,1
232343,0.0,0.2,0.2,232344,0.0,1.0,1.0,232345,0.8,0.0,0.8,232346,0.8,0.2,0.4,0
232344,0.0,1.0,1.0,232345,0.8,0.0,0.8,232346,0.8,0.2,0.4,232347,0.4,1.0,0.4,1
232345,0.8,0.0,0.8,232346,0.8,0.2,0.4,232347,0.4,1.0,0.4,232348,0.2,0.6,0.0,0
232346,0.8,0.2,0.4,232347,0.4,1.0,0.4,232348,0.2,0.6,0.0,232349,0.2,0.0,0.8,0
232347,0.4,1.0,0.4,232348,0.2,0.6,0.0,232349,0.2,0.0,0.8,232350,0.2,0.2,0.0,0
232348,0.2,0.6,0.0,232349,0.2,0.0,0.8,232350,0.2,0.2,0.0,232351,0.8,0.2,0.0,0
232349,0.2,0.0,0.8,232350,0.2,0.2,0.0,232351,0.8,0.2,0.0,232352,1.0,0.4,0.8,1
232350,0.2,0.2,0.0,232351,0.8,0.2,0.0,232352,1.0,0.4,0.8,232353,0.4,1.0,1.0,1
232351,0.8,0.2,0.0,232352,1.0,0.4,0.8,232353,0.4,1.0,1.0,232354,1.0,0.2,0.4,1
232352,1.0,0.4,0.8,232353,0.4,1.0,1.0,232354,1.0,0.2,0.4,232355,0.6,0.0,0.8,0
232353,0.4,1.0,1.0,232354,1.0,0.2,0.4,232355,0.6,0.0,0.8,232356,0.2,0.4,1.0,1
232354,1.0,0.2,0.4,232355,0.6,0.0,0.8,232356,0.2,0.4,1.0,232357,0.6,0.0,0.8,0
232355,0.6,0.0,0.8,232356,0.2,0.4,1.0,232357,0.6,0.0,0.8,232358,0.8,1.0,0.2,1
232356,0.2,0.4,1.0,232357,0.6,0.0,0.8,232358,0.8,1.0,0.2,232359,0.8,0.4,0.4,1
