id_last_2,xx1_last_2,xx2_last_2,xx3_last_2,id_last_1,xx1_last_1,xx2_last_1,xx3_last_1,id_current,xx1_current,xx2_current,xx3_current,id_next,xx1_next,xx2_next,xx3_next,rs_number_next
230910,0.4,1.0,1.0,230911,0.4,0.4,1.0,230912,1.0,0.0,0.8,230913,0.2,1.0,0.8,1
230911,0.4,0.4,1.0,230912,1.0,0.0,0.8,230913,0.2,1.0,0.8,230914,0.6,0.2,0.6,0
230912,1.0,0.0,0.8,230913,0.2,1.0,0.8,230914,0.6,0.2,0.6,230915,0.8,0.0,0.0,0
230913,0.2,1.0,0.8,230914,0.6,0.2,0.6,230915,0.8,0.0,0.0,230916,0.4,0.6,0.8,1
230914,0.6,0.2,0.6,230915,0.8,0.0,0.0,230916,0.4,0.6,0.8,230917,0.6,0.8,0.2,1
230915,0.8,0.0,0.0,230916,0.4,0.6,0.8,230917,0.6,0.8,0.2,230918,0.0,1.0,0.4,0
230916,0.4,0.6,0.8,230917,0.6,0.8,0.2,230918,0.0,1.0,0.4,230919,1.0,0.4,0.0,0
230917,0.6,0.8,0.2,230918,0.0,1.0,0.4,230919,1.0,0.4,0.0,230920,0.4,0.6,1.0,1
230918,0.0,1.0,0.4,230919,1.0,0.4,0.0,230920,0.4,0.6,1.0,230921,0.8,0.0,1.0,1
230919,1.0,0.4,0.0,230920,0.4,0.6,1.0,230921,0.8,0.0,1.0,230922,0.8,0.8,0.8,1
230920,0.4,0.6,1.0,230921,0.8,0.0,1.0,230922,0.8,0.8,0.8,230923,0.4,0.6,0.2,0
230921,0.8,0.0,1.0,230922,0.8,0.8,0.8,230923,0.4,0.6,0.2,230924,1.0,0.8,0.6,1
230922,0.8,0.8,0.8,230923,0.4,0.6,0.2,230924,1.0,0.8,0.6,230925,0.0,1.0,0.0,0
230923,0.4,0.6,0.2,230924,1.0,0.8,0.6,230925,0.0,1.0,0.0,230926,0.6,0.6,0.8,1
230924,1.0,0.8,0.6,230925,0.0,1.0,0.0,230926,0.6,0.6,0.8,230927,0.6,0.4,0.0,0
230925,0.0,1.0,0.0,230926,0.6,0.6,0.8,230927,0.6,0.4,0.0,230928,1.0,1.0,0.0,1
230926,0.6,0.6,0.8,230927,0.6,0.4,0.0,230928,1.0,1.0,0.0,230929,0.8,0.0,0.2,0
230927,0.6,0.4,0.0,230928,1.0,1.0,0.0,230929,0.8,0.0,0.2,230930,1.0,0.6,0.0,1
230928,1.0,1.0,0.0,230929,0.8,0.0,0.2,230930,1.0,0.6,0.0,230931,0.0,0.8,1.0,1
230929,0.8,0.0,0.2,230930,1.0,0.6,0.0,230931,0.0,0.8,1.0,230932,0.4,0.0,0.8,0
230930,1.0,0.6,0.0,230931,0.0,0.8,1.0,230932,0.4,0.0,0.8,230933,0.0,0.2,0.6,0
230931,0.0,0.8,1.0,230932,0.4,0.0,0.8,230933,0.0,0.2,0.6,230934,0.6,0.2,0.0,0
230932,0.4,0.0,0.8,230933,0.0,0.2,0.6,230934,0.6,0.2,0.0,230935,0.8,0.8,0.8,1
230933,0.0,0.2,0.6,230934,0.6,0.2,0.0,230935,0.8,0.8,0.8,230936,1.0,0.8,0.6,1
230934,0.6,0.2,0.0,230935,0.8,0.8,0.8,230936,1.0,0.8,0.6,230937,0.8,0.8,0.4,1
230935,0.8,0.8,0.8,230936,1.0,0.8,0.6,230937,0.8,0.8,0.4,230938,1.0,0.2,0.8,1
230936,1.0,0.8,0.6,230937,0.8,0.8,0.4,230938,1.0,0.2,0.8,230939,0.4,0.4,0.2,0
230937,0.8,0.8,0.4,230938,1.0,0.2,0.8,230939,0.4,0.4,0.2,230940,0.6,0.0,0.6,0
230938,1.0,0.2,0.8,230939,0.4,0.4,0.2,230940,0.6,0.0,0.6,230941,0.0,0.2,0.6,0
230939,0.4,0.4,0.2,230940,0.6,0.0,0.6,230941,0.0,0.2,0.6,230942,0.6,0.8,0.6,1
230940,0.6,0.0,0.6,230941,0.0,0.2,0.6,230942,0.6,0.8,0.6,230943,0.6,0.4,0.2,0
230941,0.0,0.2,0.6,230942,0.6,0.8,0.6,230943,0.6,0.4,0.2,230944,0.2,0.2,0.6,0
230942,0.6,0.8,0.6,230943,0.6,0.4,0.2,230944,0.2,0.2,0.6,230945,0.6,0.2,0.6,0
230943,0.6,0.4,0.2,230944,0.2,0.2,0.6,230945,0.6,0.2,0.6,230946,0.0,0.4,0.4,0
230944,0.2,0.2,0.6,230945,0.6,0.2,0.6,230946,0.0,0.4,0.4,230947,0.0,0.6,0.4,0
230945,0.6,0.2,0.6,230946,0.0,0.4,0.4,230947,0.0,0.6,0.4,230948,0.2,0.4,0.8,0
230946,0.0,0.4,0.4,230947,0.0,0.6,0.4,230948,0.2,0.4,0.8,230949,0.6,1.0,0.2,1
230947,0.0,0.6,0.4,230948,0.2,0.4,0.8,230949,0.6,1.0,0.2,230950,0.2,0.4,0.6,0
230948,0.2,0.4,0.8,230949,0.6,1.0,0.2,230950,0.2,0.4,0.6,230951,1.0,0.8,0.6,1
230949,0.6,1.0,0.2,230950,0.2,0.4,0.6,230951,1.0,0.8,0.6,230952,0.8,0.4,0.6,1
230950,0.2,0.4,0.6,230951,1.0,0.8,0.6,230952,0.8,0.4,0.6,230953,0.2,1.0,0.2,0
230951,1.0,0.8,0.6,230952,0.8,0.4,0.6,230953,0.2,1.0,0.2,230954,0.6,0.6,1.0,1
230952,0.8,0.4,0.6,230953,0.2,1.0,0.2,230954,0.6,0.6,1.0,230955,1.0,0.6,0.6,1
230953,0.2,1.0,0.2,230954,0.6,0.6,1.0,230955,1.0,0.6,0.6,230956,0.4,0.2,0.4,0
230954,0.6,0.6,1.0,230955,1.0,0.6,0.6,230956,0.4,0.2,0.4,230957,0.4,1.0,0.0,0
230955,1.0,0.6,0.6,230956,0.4,0.2,0.4,230957,0.4,1.0,0.0,230958,0.8,0.8,0.4,1
230956,0.4,0.2,0.4,230957,0.4,1.0,0.0,230958,0.8,0.8,0.4,230959,0.8,0.8,1.0,1
230957,0.4,1.0,0.0,230958,0.8,0.8,0.4,230959,0.8,0.8,1.0,230960,0.6,0.2,0.8,1
230958,0.8,0.8,0.4,230959,0.8,0.8,1.0,230960,0.6,0.2,0.8,230961,0.6,1.0,0.4,1
230959,0.8,0.8,1.0,230960,0.6,0.2,0.8,230961,0.6,1.0,0.4,230962,0.8,0.0,0.2,0
230960,0.6,0.2,0.8,230961,0.6,1.0,0.4,230962,0.8,0.0,0.2,230963,0.2,0.0,0.4,0
230961,0.6,1.0,0.4,230962,0.8,0.0,0.2,230963,0.2,0.0,0.4,230964,0.0,0.2,0.0,0
230962,0.8,0.0,0.2,230963,0.2,0.0,0.4,230964,0.0,0.2,0.0,230965,0.6,0.6,0.4,1
230963,0.2,0.0,0.4,230964,0.0,0.2,0.0,230965,0.6,0.6,0.4,230966,0.2,0.0,0.2,0
230964,0.0,0.2,0.0,230965,0.6,0.6,0.4,230966,0.2,0.0,0.2,230967,0.4,0.0,0.4,0
230965,0.6,0.6,0.4,230966,0.2,0.0,0.2,230967,0.4,0.0,0.4,230968,0.6,0.8,1.0,1
230966,0.2,0.0,0.2,230967,0.4,0.0,0.4,230968,0.6,0.8,1.0,230969,0.4,1.0,1.0,1
230967,0.4,0.0,0.4,230968,0.6,0.8,1.0,230969,0.4,1.0,1.0,230970,0.0,1.0,0.4,0
230968,0.6,0.8,1.0,230969,0.4,1.0,1.0,230970,0.0,1.0,0.4,230971,0.6,0.6,0.6,1
230969,0.4,1.0,1.0,230970,0.0,1.0,0.4,230971,0.6,0.6,0.6,230972,1.0,1.0,0.4,1
230970,0.0,1.0,0.4,230971,0.6,0.6,0.6,230972,1.0,1.0,0.4,230973,1.0,0.6,0.6,1
230971,0.6,0.6,0.6,230972,1.0,1.0,0.4,230973,1.0,0.6,0.6,230974,0.2,1.0,0.4,1
230972,1.0,1.0,0.4,230973,1.0,0.6,0.6,230974,0.2,1.0,0.4,230975,0.6,0.6,0.2,0
230973,1.0,0.6,0.6,230974,0.2,1.0,0.4,230975,0.6,0.6,0.2,230976,0.2,1.0,0.2,0
230974,0.2,1.0,0.4,230975,0.6,0.6,0.2,230976,0.2,1.0,0.2,230977,0.4,0.4,0.6,0
230975,0.6,0.6,0.2,230976,0.2,1.0,0.2,230977,0.4,0.4,0.6,230978,0.2,0.8,0.2,0
230976,0.2,1.0,0.2,230977,0.4,0.4,0.6,230978,0.2,0.8,0.2,230979,0.2,1.0,0.4,1
230977,0.4,0.4,0.6,230978,0.2,0.8,0.2,230979,0.2,1.0,0.4,230980,1.0,0.4,1.0,1
230978,0.2,0.8,0.2,230979,0.2,1.0,0.4,230980,1.0,0.4,1.0,230981,0.2,0.6,0.8,1
230979,0.2,1.0,0.4,230980,1.0,0.4,1.0,230981,0.2,0.6,0.8,230982,0.0,0.8,0.0,0
230980,1.0,0.4,1.0,230981,0.2,0.6,0.8,230982,0.0,0.8,0.0,230983,0.6,0.6,0.6,1
230981,0.2,0.6,0.8,230982,0.0,0.8,0.0,230983,0.6,0.6,0.6,230984,0.6,0.2,0.2,0
230982,0.0,0.8,0.0,230983,0.6,0.6,0.6,230984,0.6,0.2,0.2,230985,0.4,0.8,0.0,0
230983,0.6,0.6,0.6,230984,0.6,0.2,0.2,230985,0.4,0.8,0.0,230986,1.0,0.0,0.4,0
230984,0.6,0.2,0.2,230985,0.4,0.8,0.0,230986,1.0,0.0,0.4,230987,0.4,0.2,0.2,0
230985,0.4,0.8,0.0,230986,1.0,0.0,0.4,230987,0.4,0.2,0.2,230988,0.4,0.0,0.2,0
230986,1.0,0.0,0.4,230987,0.4,0.2,0.2,230988,0.4,0.0,0.2,230989,1.0,0.6,0.6,1
230987,0.4,0.2,0.2,230988,0.4,0.0,0.2,230989,1.0,0.6,0.6,230990,0.8,0.2,1.0,1
230988,0.4,0.0,0.2,230989,1.0,0.6,0.6,230990,0.8,0.2,1.0,230991,0.0,0.2,0.6,0
230989,1.0,0.6,0.6,230990,0.8,0.2,1.0,230991,0.0,0.2,0.6,230992,0.0,0.4,0.0,0
230990,0.8,0.2,1.0,230991,0.0,0.2,0.6,230992,0.0,0.4,0.0,230993,0.2,0.4,0.0,0
230991,0.0,0.2,0.6,230992,0.0,0.4,0.0,230993,0.2,0.4,0.0,230994,0.2,0.0,1.0,0
230992,0.0,0.4,0.0,230993,0.2,0.4,0.0,230994,0.2,0.0,1.0,230995,0.0,1.0,0.2,0
230993,0.2,0.4,0.0,230994,0.2,0.0,1.0,230995,0.0,1.0,0.2,230996,0.2,0.8,0.0,0
230994,0.2,0.0,1.0,230995,0.0,1.0,0.2,230996,0.2,0.8,0.0,230997,0.0,0.0,0.8,0
230995,0.0,1.0,0.2,230996,0.2,0.8,0.0,230997,0.0,0.0,0.8,230998,0.0,1.0,0.6,1
230996,0.2,0.8,0.0,230997,0.0,0.0,0.8,230998,0.0,1.0,0.6,230999,0.6,0.0,0.0,0
230997,0.0,0.0,0.8,230998,0.0,1.0,0.6,230999,0.6,0.0,0.0,231000,0.8,0.0,1.0,1
230998,0.0,1.0,0.6,230999,0.6,0.0,0.0,231000,0.8,0.0,1.0,231001,0.0,0.8,0.0,0
230999,0.6,0.0,0.0,231000,0.8,0.0,1.0,231001,0.0,0.8,0.0,231002,1.0,0.8,0.2,1
231000,0.8,0.0,1.0,231001,0.0,0.8,0.0,231002,1.0,0.8,0.2,231003,1.0,0.4,0.8,1
231001,0.0,0.8,0.0,231002,1.0,0.8,0.2,231003,1.0,0.4,0.8,231004,0.0,0.0,0.8,0
231002,1.0,0.8,0.2,231003,1.0,0.4,0.8,231004,0.0,0.0,0.8,231005,0.0,0.0,0.6,0
231003,1.0,0.4,0.8,231004,0.0,0.0,0.8,231005,0.0,0.0,0.6,231006,1.0,0.8,0.4,1
231004,0.0,0.0,0.8,231005,0.0,0.0,0.6,231006,1.0,0.8,0.4,231007,0.8,1.0,0.6,1
231005,0.0,0.0,0.6,231006,1.0,0.8,0.4,231007,0.8,1.0,0.6,231008,0.2,1.0,1.0,1
231006,1.0,0.8,0.4,231007,0.8,1.0,0.6,231008,0.2,1.0,1.0,231009,0.0,0.6,0.4,0
231007,0.8,1.0,0.6,231008,0.2,1.0,1.0,231009,0.0,0.6,0.4,231010,0.0,0.8,0.8,1
231008,0.2,1.0,1.0,231009,0.0,0.6,0.4,231010,0.0,0.8,0.8,231011,0.6,0.0,0.8,0
231009,0.0,0.6,0.4,231010,0.0,0.8,0.8,231011,0.6,0.0,0.8,231012,0.8,0.0,0.4,0
231010,0.0,0.8,0.8,231011,0.6,0.0,0.8,231012,0.8,0.0,0.4,231013,0.6,0.4,0.6,1
231011,0.6,0.0,0.8,231012,0.8,0.0,0.4,231013,0.6,0.4,0.6,231014,1.0,0.0,0.6,1
231012,0.8,0.0,0.4,231013,0.6,0.4,0.6,231014,1.0,0.0,0.6,231015,1.0,1.0,0.8,1
231013,0.6,0.4,0.6,231014,1.0,0.0,0.6,231015,1.0,1.0,0.8,231016,0.6,0.2,0.0,0
231014,1.0,0.0,0.6,231015,1.0,1.0,0.8,231016,0.6,0.2,0.0,231017,0.6,0.8,0.4,1
231015,1.0,1.0,0.8,231016,0.6,0.2,0.0,231017,0.6,0.8,0.4,231018,0.6,0.2,0.0,0
231016,0.6,0.2,0.0,231017,0.6,0.8,0.4,231018,0.6,0.2,0.0,231019,0.4,0.0,0.8,0
231017,0.6,0.8,0.4,231018,0.6,0.2,0.0,231019,0.4,0.0,0.8,231020,0.8,0.8,0.6,1
231018,0.6,0.2,0.0,231019,0.4,0.0,0.8,231020,0.8,0.8,0.6,231021,0.2,0.4,0.4,0
231019,0.4,0.0,0.8,231020,0.8,0.8,0.6,231021,0.2,0.4,0.4,231022,0.6,0.0,0.6,0
231020,0.8,0.8,0.6,231021,0.2,0.4,0.4,231022,0.6,0.0,0.6,231023,0.4,0.4,0.8,1
231021,0.2,0.4,0.4,231022,0.6,0.0,0.6,231023,0.4,0.4,0.8,231024,0.6,0.0,0.8,0
231022,0.6,0.0,0.6,231023,0.4,0.4,0.8,231024,0.6,0.0,0.8,231025,0.8,0.0,1.0,1
231023,0.4,0.4,0.8,231024,0.6,0.0,0.8,231025,0.8,0.0,1.0,231026,0.4,0.4,0.4,0
231024,0.6,0.0,0.8,231025,0.8,0.0,1.0,231026,0.4,0.4,0.4,231027,0.2,0.4,1.0,1
231025,0.8,0.0,1.0,231026,0.4,0.4,0.4,231027,0.2,0.4,1.0,231028,0.4,0.2,0.4,0
231026,0.4,0.4,0.4,231027,0.2,0.4,1.0,231028,0.4,0.2,0.4,231029,0.2,0.0,0.6,0
231027,0.2,0.4,1.0,231028,0.4,0.2,0.4,231029,0.2,0.0,0.6,231030,0.6,0.0,1.0,1
231028,0.4,0.2,0.4,231029,0.2,0.0,0.6,231030,0.6,0.0,1.0,231031,1.0,0.4,1.0,1
231029,0.2,0.0,0.6,231030,0.6,0.0,1.0,231031,1.0,0.4,1.0,231032,0.4,0.6,0.8,1
231030,0.6,0.0,1.0,231031,1.0,0.4,1.0,231032,0.4,0.6,0.8,231033,0.4,1.0,0.8,1
231031,1.0,0.4,1.0,231032,0.4,0.6,0.8,231033,0.4,1.0,0.8,231034,1.0,0.6,0.4,1
231032,0.4,0.6,0.8,231033,0.4,1.0,0.8,231034,1.0,0.6,0.4,231035,0.0,0.6,0.6,0
231033,0.4,1.0,0.8,231034,1.0,0.6,0.4,231035,0.0,0.6,0.6,231036,0.4,0.0,0.4,0
231034,1.0,0.6,0.4,231035,0.0,0.6,0.6,231036,0.4,0.0,0.4,231037,0.8,0.0,0.0,0
231035,0.0,0.6,0.6,231036,0.4,0.0,0.4,231037,0.8,0.0,0.0,231038,0.4,0.4,0.2,0
231036,0.4,0.0,0.4,231037,0.8,0.0,0.0,231038,0.4,0.4,0.2,231039,0.6,0.0,0.8,0
231037,0.8,0.0,0.0,231038,0.4,0.4,0.2,231039,0.6,0.0,0.8,231040,1.0,0.4,1.0,1
231038,0.4,0.4,0.2,231039,0.6,0.0,0.8,231040,1.0,0.4,1.0,231041,0.8,0.0,1.0,1
231039,0.6,0.0,0.8,231040,1.0,0.4,1.0,231041,0.8,0.0,1.0,231042,0.4,0.6,0.6,1
231040,1.0,0.4,1.0,231041,0.8,0.0,1.0,231042,0.4,0.6,0.6,231043,0.0,0.4,0.4,0
231041,0.8,0.0,1.0,231042,0.4,0.6,0.6,231043,0.0,0.4,0.4,231044,0.0,0.2,0.0,0
231042,0.4,0.6,0.6,231043,0.0,0.4,0.4,231044,0.0,0.2,0.0,231045,0.8,0.8,0.0,1
231043,0.0,0.4,0.4,231044,0.0,0.2,0.0,231045,0.8,0.8,0.0,231046,0.0,0.6,0.2,0
231044,0.0,0.2,0.0,231045,0.8,0.8,0.0,231046,0.0,0.6,0.2,231047,0.6,0.6,0.0,0
231045,0.8,0.8,0.0,231046,0.0,0.6,0.2,231047,0.6,0.6,0.0,231048,0.4,0.2,0.2,0
231046,0.0,0.6,0.2,231047,0.6,0.6,0.0,231048,0.4,0.2,0.2,231049,1.0,0.2,0.2,0
231047,0.6,0.6,0.0,231048,0.4,0.2,0.2,231049,1.0,0.2,0.2,231050,0.4,1.0,0.4,1
231048,0.4,0.2,0.2,231049,1.0,0.2,0.2,231050,0.4,1.0,0.4,231051,0.6,0.6,0.8,1
231049,1.0,0.2,0.2,231050,0.4,1.0,0.4,231051,0.6,0.6,0.8,231052,1.0,0.4,0.2,1
231050,0.4,1.0,0.4,231051,0.6,0.6,0.8,231052,1.0,0.4,0.2,231053,1.0,0.0,0.8,1
231051,0.6,0.6,0.8,231052,1.0,0.4,0.2,231053,1.0,0.0,0.8,231054,0.4,0.4,0.6,0
231052,1.0,0.4,0.2,231053,1.0,0.0,0.8,231054,0.4,0.4,0.6,231055,0.4,0.0,0.4,0
231053,1.0,0.0,0.8,231054,0.4,0.4,0.6,231055,0.4,0.0,0.4,231056,0.0,0.0,0.6,0
231054,0.4,0.4,0.6,231055,0.4,0.0,0.4,231056,0.0,0.0,0.6,231057,0.4,0.8,1.0,1
231055,0.4,0.0,0.4,231056,0.0,0.0,0.6,231057,0.4,0.8,1.0,231058,0.6,0.4,0.0,0
231056,0.0,0.0,0.6,231057,0.4,0.8,1.0,231058,0.6,0.4,0.0,231059,0.0,1.0,1.0,1
231057,0.4,0.8,1.0,231058,0.6,0.4,0.0,231059,0.0,1.0,1.0,231060,0.4,0.8,0.4,1
231058,0.6,0.4,0.0,231059,0.0,1.0,1.0,231060,0.4,0.8,0.4,231061,0.8,1.0,0.6,1
231059,0.0,1.0,1.0,231060,0.4,0.8,0.4,231061,0.8,1.0,0.6,231062,0.6,1.0,0.0,1
231060,0.4,0.8,0.4,231061,0.8,1.0,0.6,231062,0.6,1.0,0.0,231063,0.4,0.8,0.2,0
231061,0.8,1.0,0.6,231062,0.6,1.0,0.0,231063,0.4,0.8,0.2,231064,0.0,0.0,0.4,0
231062,0.6,1.0,0.0,231063,0.4,0.8,0.2,231064,0.0,0.0,0.4,231065,0.4,0.0,0.4,0
231063,0.4,0.8,0.2,231064,0.0,0.0,0.4,231065,0.4,0.0,0.4,231066,0.0,0.6,0.8,0
231064,0.0,0.0,0.4,231065,0.4,0.0,0.4,231066,0.0,0.6,0.8,231067,1.0,0.0,0.0,0
231065,0.4,0.0,0.4,231066,0.0,0.6,0.8,231067,1.0,0.0,0.0,231068,0.8,0.8,0.4,1
231066,0.0,0.6,0.8,231067,1.0,0.0,0.0,231068,0.8,0.8,0.4,231069,1.0,0.6,0.0,1
231067,1.0,0.0,0.0,231068,0.8,0.8,0.4,231069,1.0,0.6,0.0,231070,0.2,0.8,0.2,0
231068,0.8,0.8,0.4,231069,1.0,0.6,0.0,231070,0.2,0.8,0.2,231071,0.8,0.0,0.4,0
231069,1.0,0.6,0.0,231070,0.2,0.8,0.2,231071,0.8,0.0,0.4,231072,0.4,0.4,0.8,1
231070,0.2,0.8,0.2,231071,0.8,0.0,0.4,231072,0.4,0.4,0.8,231073,1.0,0.2,0.8,1
231071,0.8,0.0,0.4,231072,0.4,0.4,0.8,231073,1.0,0.2,0.8,231074,1.0,0.6,1.0,1
231072,0.4,0.4,0.8,231073,1.0,0.2,0.8,231074,1.0,0.6,1.0,231075,0.0,0.8,0.6,0
231073,1.0,0.2,0.8,231074,1.0,0.6,1.0,231075,0.0,0.8,0.6,231076,0.6,1.0,0.4,1
231074,1.0,0.6,1.0,231075,0.0,0.8,0.6,231076,0.6,1.0,0.4,231077,0.6,0.4,0.6,1
231075,0.0,0.8,0.6,231076,0.6,1.0,0.4,231077,0.6,0.4,0.6,231078,0.0,0.0,0.8,0
231076,0.6,1.0,0.4,231077,0.6,0.4,0.6,231078,0.0,0.0,0.8,231079,0.6,0.2,0.2,0
231077,0.6,0.4,0.6,231078,0.0,0.0,0.8,231079,0.6,0.2,0.2,231080,0.8,0.6,0.8,1
231078,0.0,0.0,0.8,231079,0.6,0.2,0.2,231080,0.8,0.6,0.8,231081,0.4,0.8,0.6,1
231079,0.6,0.2,0.2,231080,0.8,0.6,0.8,231081,0.4,0.8,0.6,231082,0.2,0.6,1.0,1
231080,0.8,0.6,0.8,231081,0.4,0.8,0.6,231082,0.2,0.6,1.0,231083,1.0,0.0,0.6,1
231081,0.4,0.8,0.6,231082,0.2,0.6,1.0,231083,1.0,0.0,0.6,231084,0.6,1.0,0.8,1
231082,0.2,0.6,1.0,231083,1.0,0.0,0.6,231084,0.6,1.0,0.8,231085,1.0,0.6,0.0,1
231083,1.0,0.0,0.6,231084,0.6,1.0,0.8,231085,1.0,0.6,0.0,231086,0.6,0.6,0.2,0
231084,0.6,1.0,0.8,231085,1.0,0.6,0.0,231086,0.6,0.6,0.2,231087,0.4,0.0,0.6,0
231085,1.0,0.6,0.0,231086,0.6,0.6,0.2,231087,0.4,0.0,0.6,231088,0.2,0.8,1.0,1
231086,0.6,0.6,0.2,231087,0.4,0.0,0.6,231088,0.2,0.8,1.0,231089,1.0,0.0,0.4,0
231087,0.4,0.0,0.6,231088,0.2,0.8,1.0,231089,1.0,0.0,0.4,231090,0.4,0.4,0.2,0
231088,0.2,0.8,1.0,231089,1.0,0.0,0.4,231090,0.4,0.4,0.2,231091,0.0,1.0,0.2,0
231089,1.0,0.0,0.4,231090,0.4,0.4,0.2,231091,0.0,1.0,0.2,231092,0.2,0.2,1.0,0
231090,0.4,0.4,0.2,231091,0.0,1.0,0.2,231092,0.2,0.2,1.0,231093,0.4,0.0,0.4,0
231091,0.0,1.0,0.2,231092,0.2,0.2,1.0,231093,0.4,0.0,0.4,231094,0.0,0.2,0.8,0
231092,0.2,0.2,1.0,231093,0.4,0.0,0.4,231094,0.0,0.2,0.8,231095,0.0,0.6,0.4,0
231093,0.4,0.0,0.4,231094,0.0,0.2,0.8,231095,0.0,0.6,0.4,231096,0.6,1.0,1.0,1
231094,0.0,0.2,0.8,231095,0.0,0.6,0.4,231096,0.6,1.0,1.0,231097,0.2,0.8,0.4,0
231095,0.0,0.6,0.4,231096,0.6,1.0,1.0,231097,0.2,0.8,0.4,231098,0.4,0.2,0.0,0
231096,0.6,1.0,1.0,231097,0.2,0.8,0.4,231098,0.4,0.2,0.0,231099,0.2,0.6,0.4,0
231097,0.2,0.8,0.4,231098,0.4,0.2,0.0,231099,0.2,0.6,0.4,231100,1.0,0.2,0.6,1
231098,0.4,0.2,0.0,231099,0.2,0.6,0.4,231100,1.0,0.2,0.6,231101,0.6,0.6,0.0,0
231099,0.2,0.6,0.4,231100,1.0,0.2,0.6,231101,0.6,0.6,0.0,231102,0.8,0.8,0.6,1
231100,1.0,0.2,0.6,231101,0.6,0.6,0.0,231102,0.8,0.8,0.6,231103,0.8,0.6,0.0,0
231101,0.6,0.6,0.0,231102,0.8,0.8,0.6,231103,0.8,0.6,0.0,231104,0.0,0.2,0.2,0
231102,0.8,0.8,0.6,231103,0.8,0.6,0.0,231104,0.0,0.2,0.2,231105,0.8,0.2,0.4,0
231103,0.8,0.6,0.0,231104,0.0,0.2,0.2,231105,0.8,0.2,0.4,231106,0.0,1.0,0.2,0
231104,0.0,0.2,0.2,231105,0.8,0.2,0.4,231106,0.0,1.0,0.2,231107,0.4,0.0,1.0,0
231105,0.8,0.2,0.4,231106,0.0,1.0,0.2,231107,0.4,0.0,1.0,231108,0.2,0.4,0.6,0
231106,0.0,1.0,0.2,231107,0.4,0.0,1.0,231108,0.2,0.4,0.6,231109,0.6,0.8,0.8,1
231107,0.4,0.0,1.0,231108,0.2,0.4,0.6,231109,0.6,0.8,0.8,231110,0.2,0.4,1.0,1
231108,0.2,0.4,0.6,231109,0.6,0.8,0.8,231110,0.2,0.4,1.0,231111,0.4,0.2,0.6,0
